type,latitude,longitude,altitude (m),course,distance (km),distance_interval (m),name,desc
T,52.22162,4.98679,0.7,351.3,105.056,9.01,,
T,52.2217,4.98676,-0.4,347.1,105.065,9.13,,
T,52.22177,4.98673,-0.8,345.3,105.073,8.05,,
T,52.2221,4.98662,-1.6,348.5,105.111,37.48,,
T,52.22227,4.98656,-2,347.8,105.13,19.36,,
T,52.22238,4.98653,-2,350.5,105.142,12.41,,
T,52.22244,4.98651,-2,348.5,105.149,6.81,,
T,52.22267,4.98642,-1.5,346.5,105.175,26.32,,
T,52.22299,4.9863,-0.2,347.1,105.212,36.54,,
T,52.22309,4.98625,-0.1,343,105.224,11.64,,
T,52.22322,4.9862,-0.6,346.7,105.238,14.86,,
T,52.22351,4.98607,-1,344.6,105.272,33.47,,
T,52.22378,4.98594,3.3,343.6,105.303,31.33,,
T,52.22381,4.98593,4,348.5,105.307,3.41,,
T,52.22391,4.9859,6,349.6,105.318,11.31,,
T,52.22431,4.98569,6,342.2,105.365,46.76,,
T,52.22455,4.98557,6,343,105.393,27.94,,
T,52.22456,4.98556,6,328.5,105.394,1.31,,
T,52.22495,4.98532,6,339.3,105.44,46.39,,
T,52.22525,4.98514,6,339.8,105.476,35.58,,
T,52.22555,4.98495,6,338.8,105.512,35.82,,
T,52.22574,4.98481,6,335.7,105.535,23.21,,
T,52.22612,4.98454,6,336.5,105.581,46.13,,
T,52.22631,4.9844,6,335.7,105.604,23.21,,
T,52.22642,4.98431,6,333.4,105.618,13.7,,
T,52.2265,4.98425,6,335.3,105.628,9.8,,
T,52.22665,4.98412,6,332,105.647,18.91,,
T,52.22688,4.98395,6,335.6,105.675,28.11,,
T,52.22708,4.98377,5.8,331.1,105.7,25.43,,
T,52.22716,4.9837,5.8,331.8,105.71,10.11,,
T,52.22735,4.98354,5.4,332.7,105.734,23.8,,
T,52.22751,4.9834,5,331.8,105.754,20.21,,
T,52.22772,4.9832,5,329.7,105.781,27.07,,
T,52.22791,4.98302,4.5,329.9,105.806,24.46,,
T,52.22809,4.98284,3.9,328.5,105.829,23.5,,
T,52.22828,4.98265,4,328.5,105.854,24.81,,
T,52.22846,4.98251,3.5,334.5,105.876,22.2,,
T,52.22854,4.98245,3.3,335.3,105.886,9.8,,
T,52.22901,4.982,2.4,329.6,105.947,60.67,,
T,52.22948,4.98156,1.8,330.2,106.007,60.32,,
T,52.22992,4.98114,1.2,329.7,106.064,56.75,,
T,52.23022,4.98089,1,333,106.101,37.5,,
T,52.23025,4.98086,1,328.5,106.105,3.92,,
T,52.23071,4.98045,0.7,331.4,106.164,58.35,,
T,52.23109,4.98013,0.6,332.7,106.211,47.6,,
T,52.2313,4.97996,0.3,333.6,106.237,26.09,,
T,52.23133,4.97994,0.2,337.8,106.241,3.61,,
T,52.23189,4.9795,-0.2,334.3,106.31,69.18,,
T,52.2325,4.97904,0,335.2,106.385,74.8,,
T,52.23258,4.97898,-0.1,335.3,106.395,9.8,,
T,52.23277,4.97883,0,334.2,106.418,23.49,,
T,52.23305,4.97863,-0.1,336.4,106.452,34.02,,
T,52.23324,4.9785,0,337.3,106.475,22.93,,
T,52.23353,4.97826,0,333.1,106.511,36.2,,
T,52.23386,4.97805,0,338.7,106.551,39.42,,
T,52.23441,4.97769,0,338.2,106.617,65.96,,
T,52.235,4.97733,0,339.5,106.687,70.11,,
T,52.2352,4.97722,0,341.4,106.71,23.49,,
T,52.2357,4.97694,0,341.1,106.769,58.83,,
T,52.2363,4.97661,0,341.4,106.84,70.47,,
T,52.23632,4.97659,0,328.5,106.842,2.61,,
T,52.23641,4.97655,0,344.8,106.853,10.38,,
T,52.2365,4.9765,-0.2,341.2,106.863,10.58,,
T,52.23658,4.97645,-0.2,339.1,106.873,9.53,,
T,52.23674,4.97636,0,341,106.892,18.84,,
T,52.23709,4.97617,-0.1,341.6,106.933,41.05,,
T,52.2377,4.97584,0,341.7,107.004,71.52,,
T,52.23776,4.97579,0,333,107.012,7.5,,
T,52.23801,4.97566,0,342.3,107.041,29.2,,
T,52.23816,4.97558,-0.1,341.9,107.058,17.56,,
T,52.23836,4.97546,-0.1,339.8,107.082,23.72,,
T,52.23848,4.9754,-0.2,343,107.096,13.97,,
T,52.23863,4.97531,-0.1,339.8,107.114,17.79,,
T,52.23888,4.97518,0,342.3,107.143,29.2,,
T,52.23905,4.97508,-0.2,340.2,107.163,20.11,,
T,52.23917,4.975,0,337.8,107.178,14.43,,
T,52.23945,4.97486,0,343,107.21,32.59,,
T,52.23988,4.97462,0,341.1,107.261,50.58,,
T,52.24057,4.97423,-0.2,340.9,107.342,81.27,,
T,52.24107,4.97396,-0.2,341.7,107.401,58.61,,
T,52.24186,4.97352,0,341.2,107.494,92.9,,
T,52.24236,4.97325,-0.3,341.7,107.552,58.61,,
T,52.24252,4.97316,-0.4,341,107.571,18.84,,
T,52.24286,4.97297,-0.2,341.1,107.611,40,,
T,52.24303,4.97288,-0.3,342,107.631,19.89,,
T,52.24324,4.97277,0,342.2,107.656,24.55,,
T,52.24396,4.97236,-0.1,340.8,107.74,84.87,,
T,52.24405,4.97232,-0.2,344.8,107.751,10.38,,
T,52.24417,4.97225,-0.1,340.3,107.765,14.18,,
T,52.24428,4.97219,-0.4,341.5,107.778,12.91,,
T,52.24443,4.97211,-0.6,341.9,107.795,17.56,,
T,52.24455,4.97204,-0.3,340.3,107.81,14.18,,
T,52.2446,4.97201,-0.2,339.8,107.816,5.93,,
T,52.24496,4.97181,-0.4,341.2,107.858,42.32,,
T,52.24541,4.97156,-0.3,341.2,107.911,52.9,,
T,52.24607,4.9712,-0.3,341.5,107.988,77.45,,
T,52.24617,4.97115,-0.4,343,108,11.64,,
T,52.24634,4.97106,-0.7,342,108.02,19.89,,
T,52.24655,4.97096,-0.5,343.7,108.044,24.34,,
T,52.24665,4.9709,-0.2,339.8,108.056,11.86,,
T,52.24682,4.97082,-0.5,343.9,108.076,19.69,,
T,52.24689,4.97078,-0.7,340.7,108.084,8.25,,
T,52.24705,4.9707,-0.5,343,108.103,18.62,,
T,52.24746,4.9705,-0.7,343.4,108.15,47.62,,
T,52.24758,4.97044,-0.6,343,108.164,13.97,,
T,52.24786,4.97032,-0.4,345.3,108.196,32.22,,
T,52.24817,4.97018,-0.6,344.5,108.232,35.8,,
T,52.2486,4.96999,-0.9,344.9,108.282,49.58,,
T,52.24903,4.96981,-0.8,345.6,108.331,49.4,,
T,52.24927,4.96971,-1,345.7,108.359,27.56,,
T,52.25033,4.9693,-0.6,346.7,108.48,121.23,,
T,52.25035,4.96929,-0.6,343,108.482,2.33,,
T,52.25099,4.96905,-0.8,347.1,108.555,73.08,,
T,52.25114,4.969,-1,348.5,108.572,17.04,,
T,52.25139,4.9689,-1,346.2,108.601,28.64,,
T,52.25149,4.96886,-1,346.2,108.612,11.46,,
T,52.25166,4.9688,-0.7,347.8,108.632,19.35,,
T,52.2519,4.9687,-0.9,345.7,108.659,27.56,,
T,52.2523,4.96855,-1,347.1,108.705,45.67,,
T,52.25277,4.96837,-1.1,346.8,108.759,53.72,,
T,52.25284,4.96835,-1.1,350.1,108.767,7.91,,
T,52.25299,4.96829,-1,346.2,108.784,17.19,,
T,52.25305,4.96826,-1,343,108.791,6.98,,
T,52.25357,4.96807,-1,347.4,108.85,59.3,,
T,52.25388,4.96796,-1,347.7,108.885,35.3,,
T,52.25428,4.96782,-1.1,347.9,108.931,45.52,,
T,52.25451,4.96773,-1,346.5,108.957,26.32,,
T,52.25498,4.96756,-1.2,347.5,109.011,53.57,,
T,52.25507,4.96752,-1.1,344.8,109.021,10.38,,
T,52.25612,4.96712,-1,346.9,109.141,119.99,,
T,52.25652,4.96697,-1,347.1,109.187,45.67,,
T,52.25655,4.96696,-1,348.5,109.19,3.41,,
T,52.257,4.96679,-0.4,347,109.242,51.4,,
T,52.25743,4.96663,0,347.2,109.291,49.08,,
T,52.25791,4.96643,-0.1,345.7,109.346,55.13,,
T,52.25826,4.9663,0.8,347.2,109.386,39.94,,
T,52.25868,4.96614,0.9,346.9,109.434,47.99,,
T,52.25899,4.96602,1.6,346.7,109.469,35.45,,
T,52.25928,4.9659,1.9,345.8,109.503,33.29,,
T,52.25931,4.96588,1.9,337.8,109.506,3.61,,
T,52.25981,4.96567,2.6,345.6,109.564,57.45,,
T,52.26044,4.96538,2.8,344.3,109.636,72.84,,
T,52.26097,4.96512,2.8,343.3,109.698,61.59,,
T,52.26149,4.96484,3,341.8,109.759,60.94,,
T,52.26191,4.96462,2.1,342.2,109.808,49.09,,
T,52.26203,4.96455,2,340.4,109.822,14.18,,
T,52.26212,4.9645,2,341.2,109.833,10.58,,
T,52.26239,4.96435,1.6,341.2,109.865,31.74,,
T,52.26325,4.96381,0.5,339,109.967,102.55,,
T,52.26332,4.96378,0.4,345.3,109.975,8.05,,
T,52.26341,4.96373,0.3,341.2,109.986,10.58,,
T,52.2635,4.96368,0.2,341.2,109.996,10.58,,
T,52.26366,4.96357,0,337.2,110.016,19.32,,
T,52.26371,4.96354,0,339.8,110.022,5.93,,
T,52.26381,4.96347,0,336.8,110.034,12.11,,
T,52.26415,4.96325,0,338.4,110.074,40.71,,
T,52.26431,4.96314,-0.2,337.2,110.094,19.32,,
T,52.26481,4.9628,-0.4,337.4,110.154,60.28,,
T,52.26497,4.9627,-0.6,339.1,110.173,19.07,,
T,52.26505,4.96264,-0.6,335.3,110.183,9.8,,
T,52.26515,4.96258,-0.7,339.8,110.195,11.86,,
T,52.26545,4.96239,-1,338.8,110.231,35.81,,
T,52.26558,4.96231,-1,339.4,110.246,15.46,,
T,52.26612,4.96197,-1,338.9,110.31,64.41,,
T,52.26629,4.96187,-1,340.2,110.331,20.11,,
T,52.26656,4.96172,-0.9,341.2,110.362,31.74,,
T,52.26664,4.96168,-1,343,110.372,9.31,,
T,52.26675,4.96162,-1,341.5,110.385,12.91,,
T,52.26685,4.96156,-1,339.8,110.396,11.86,,
T,52.26704,4.96146,-1,342.1,110.419,22.22,,
T,52.26751,4.96121,-1,342,110.474,55.01,,
T,52.26752,4.96121,-1,0,110.475,1.11,,
T,52.26757,4.96118,-1.1,339.8,110.481,5.93,,
T,52.26783,4.96104,-1,341.8,110.511,30.47,,
T,52.26793,4.96099,-1,343,110.523,11.64,,
T,52.26814,4.96088,-1,342.2,110.547,24.54,,
T,52.26835,4.96078,-1,343.8,110.572,24.34,,
T,52.26854,4.96069,-1,343.8,110.594,22.02,,
T,52.26866,4.96064,-1,345.7,110.607,13.78,,
T,52.26878,4.96058,-1,343,110.621,13.97,,
T,52.2691,4.96042,-0.5,343,110.659,37.24,,
T,52.26951,4.96022,-0.8,343.4,110.706,47.62,,
T,52.26982,4.96008,-0.5,344.6,110.742,35.79,,
T,52.27013,4.95993,-0.9,343.5,110.778,35.98,,
T,52.27044,4.95978,-0.7,343.5,110.814,35.98,,
T,52.27065,4.95968,-0.9,343.8,110.838,24.34,,
T,52.27096,4.95953,-0.8,343.5,110.874,35.98,,
T,52.27127,4.95938,-0.8,343.5,110.91,35.98,,
T,52.27148,4.95928,-0.7,343.8,110.935,24.34,,
T,52.27168,4.95917,-1,341.4,110.958,23.49,,
T,52.27189,4.95906,-0.7,342.2,110.983,24.54,,
T,52.27209,4.95896,-0.6,343,111.006,23.28,,
T,52.2723,4.95884,-0.8,340.7,111.031,24.76,,
T,52.27239,4.95879,-0.6,341.2,111.041,10.58,,
T,52.2725,4.95873,-0.4,341.5,111.054,12.91,,
T,52.27256,4.9587,-0.3,343,111.061,6.98,,
T,52.27271,4.95861,0,339.8,111.079,17.79,,
T,52.27291,4.9585,-0.3,341.4,111.102,23.49,,
T,52.27311,4.95838,-0.2,339.8,111.126,23.71,,
T,52.27332,4.95826,0,340.7,111.151,24.76,,
T,52.27352,4.95813,0,338.3,111.175,23.96,,
T,52.27372,4.95801,0.1,339.8,111.199,23.71,,
T,52.27392,4.95788,0.6,338.3,111.223,23.96,,
T,52.2742,4.9577,1,338.5,111.256,33.49,,
T,52.27462,4.95742,1.2,337.8,111.307,50.49,,
T,52.27494,4.95721,1.2,338.1,111.345,38.38,,
T,52.27501,4.95716,1.2,336.4,111.353,8.5,,
T,52.27512,4.95708,1.5,336,111.367,13.4,,
T,52.2753,4.95695,2,336.2,111.389,21.91,,
T,52.27539,4.95689,2.2,337.8,111.4,10.82,,
T,52.27562,4.95672,2.7,335.7,111.428,28.1,,
T,52.276,4.95644,2.9,335.7,111.474,46.4,,
T,52.2762,4.95628,3.4,333.9,111.499,24.79,,
T,52.27645,4.95609,4,335.1,111.53,30.69,,
T,52.27676,4.95585,3.9,334.7,111.568,38.19,,
T,52.2771,4.95558,4.4,334.1,111.61,42.08,,
T,52.27739,4.95535,4.3,334.1,111.646,35.88,,
T,52.2778,4.95502,4.6,333.8,111.697,50.88,,
T,52.27804,4.95483,1.2,334.2,111.726,29.69,,
T,52.27824,4.95467,0.3,333.9,111.751,24.79,,
T,52.27836,4.95458,0.3,335.4,111.766,14.7,,
T,52.2785,4.95446,2.3,332.3,111.783,17.6,,
T,52.27864,4.95434,4.4,332.3,111.801,17.6,,
T,52.27888,4.95416,5,335.4,111.83,29.4,,
T,52.2791,4.95398,4.8,333.4,111.858,27.39,,
T,52.27925,4.95385,4.7,332.1,111.877,18.9,,
T,52.27937,4.95377,4.6,337.8,111.891,14.43,,
T,52.27964,4.95354,4.2,332.5,111.925,33.9,,
T,52.27991,4.95331,4,332.5,111.959,33.9,,
T,52.28016,4.9531,3.4,332.8,111.99,31.29,,
T,52.28032,4.95298,2.8,335.4,112.01,19.6,,
T,52.28064,4.95273,2.1,334.5,112.049,39.48,,
T,52.28087,4.95256,1.8,335.7,112.077,28.1,,
T,52.28095,4.9525,1.6,335.4,112.087,9.8,,
T,52.281,4.95246,1.4,333.9,112.093,6.2,,
T,52.28123,4.95229,0.6,335.7,112.121,28.1,,
T,52.28125,4.95227,0.5,328.5,112.124,2.61,,
T,52.28133,4.95221,0.2,335.4,112.134,9.8,,
T,52.28155,4.95204,0.1,334.7,112.161,27.09,,
T,52.28161,4.952,0,337.8,112.168,7.21,,
T,52.28176,4.95188,-0.3,333.9,112.187,18.59,,
T,52.28192,4.95176,-0.9,335.4,112.206,19.6,,
T,52.28209,4.95162,-0.9,333.3,112.228,21.19,,
T,52.28222,4.95152,-1,334.8,112.244,15.99,,
T,52.2823,4.95146,-1.3,335.4,112.253,9.8,,
T,52.28266,4.95116,-1.8,333,112.298,44.99,,
T,52.2828,4.95105,-1.8,334.3,112.316,17.29,,
T,52.2829,4.95097,-1.7,333.9,112.328,12.39,,
T,52.28316,4.95078,-2.3,335.9,112.36,31.7,,
T,52.28332,4.95065,-2.3,333.6,112.38,19.89,,
T,52.28364,4.95039,-2.5,333.6,112.419,39.78,,
T,52.28383,4.95023,-2.7,332.7,112.443,23.79,,
T,52.28403,4.95007,-2.6,333.9,112.468,24.79,,
T,52.2841,4.95001,-2.8,332.3,112.477,8.8,,
T,52.28435,4.94981,-3,333.9,112.508,30.99,,
T,52.2844,4.94976,-3,328.5,112.514,6.53,,
T,52.2846,4.9496,-3,333.9,112.539,24.79,,
T,52.28481,4.94942,-3,332.3,112.565,26.4,,
T,52.28502,4.94924,-3,332.3,112.592,26.4,,
T,52.28528,4.94903,-3,333.7,112.624,32.29,,
T,52.28542,4.9489,-3,330.4,112.642,17.93,,
T,52.28572,4.94865,-3,333,112.68,37.49,,
T,52.28584,4.94855,-3,333,112.695,15,,
T,52.28591,4.94849,-3,332.3,112.703,8.8,,
T,52.28593,4.94847,-3,328.5,112.706,2.61,,
T,52.28601,4.94841,-3,335.4,112.716,9.8,,
T,52.28602,4.9484,-3,328.5,112.717,1.31,,
T,52.28645,4.94802,-3,331.6,112.772,54.42,,
T,52.28658,4.94791,-3,332.6,112.788,16.3,,
T,52.28672,4.94778,-3,330.4,112.806,17.93,,
T,52.28687,4.94764,-3,330.3,112.825,19.23,,
T,52.28705,4.94749,-3,333,112.847,22.49,,
T,52.28717,4.94739,-3,333,112.862,15,,
T,52.28762,4.947,-3,332.1,112.919,56.71,,
T,52.28774,4.9469,-3,333,112.934,15,,
T,52.28792,4.94675,-3,333,112.957,22.49,,
T,52.28842,4.94632,-3,332.3,113.02,62.9,,
T,52.28848,4.94627,-3,333,113.027,7.5,,
T,52.2887,4.94609,-3,333.4,113.054,27.39,,
T,52.28995,4.94501,-3,332.1,113.212,157.41,,
T,52.28998,4.94498,-3,328.5,113.216,3.92,,
T,52.29005,4.94492,-3,332.3,113.225,8.8,,
T,52.29172,4.94348,-3,332.2,113.435,210.2,,
T,52.29195,4.94328,-3,332,113.464,29,,
T,52.29212,4.94314,-3,333.3,113.485,21.19,,
T,52.29242,4.9429,-3,333.9,113.522,37.18,,
T,52.29245,4.94287,-3,328.5,113.526,3.92,,
T,52.29261,4.94274,-3,333.6,113.546,19.89,,
T,52.29288,4.94251,-3,332.5,113.58,33.9,,
T,52.29298,4.94243,-3,333.9,113.592,12.39,,
T,52.29345,4.94202,-3,331.9,113.652,59.31,,
T,52.29385,4.94168,-3,332.5,113.702,50.19,,
T,52.2941,4.94146,-3,331.7,113.733,31.61,,
T,52.29423,4.94134,-3,330.6,113.75,16.62,,
T,52.29462,4.94099,-3,331.2,113.8,49.53,,
T,52.29467,4.94094,-3,328.6,113.806,6.53,,
T,52.29498,4.94065,-3,330.2,113.846,39.77,,
T,52.29499,4.94064,-3,328.6,113.847,1.31,,
T,52.29532,4.94034,-3,330.9,113.889,42.04,,
T,52.29551,4.94017,-3,331.3,113.913,24.11,,
T,52.29568,4.94003,-3,333.3,113.934,21.19,,
T,52.2958,4.93993,-3,333,113.949,14.99,,
T,52.29588,4.93985,-3,328.6,113.96,10.44,,
T,52.29658,4.93925,-3,332.3,114.048,87.99,,
T,52.2968,4.93906,-3,332.2,114.076,27.7,,
T,52.29749,4.93847,-3,332.4,114.162,86.69,,
T,52.29868,4.93744,-3,332.1,114.312,149.9,,
T,52.29918,4.93701,-3,332.3,114.375,62.9,,
T,52.29935,4.93687,-3,333.3,114.396,21.19,,
T,52.29942,4.93681,-3,332.3,114.405,8.8,,
T,52.29944,4.9368,-3,343,114.407,2.33,,
T,52.29949,4.93675,-3,328.6,114.414,6.53,,
T,52.29988,4.93641,-3,331.9,114.463,49.21,,
T,52.30032,4.93602,-3,331.5,114.519,55.72,,
T,52.30038,4.93596,-3,328.6,114.527,7.83,,
T,52.30067,4.9357,-3,331.3,114.563,36.82,,
T,52.30107,4.93532,-3,329.8,114.615,51.51,,
T,52.30169,4.93473,-3,329.8,114.695,79.87,,
T,52.30197,4.93446,-3,329.5,114.731,36.19,,
T,52.3022,4.93423,-3,328.6,114.761,30.02,,
T,52.30235,4.93407,-3,326.9,114.781,19.94,,
T,52.30267,4.93374,-3,327.8,114.823,42.13,,
T,52.3029,4.93349,-3,326.4,114.854,30.75,,
T,52.30299,4.9334,-3,328.6,114.866,11.75,,
T,52.30308,4.93331,-3,328.6,114.877,11.75,,
T,52.30326,4.93312,-3,327.2,114.901,23.86,,
T,52.30336,4.93302,-3,328.6,114.914,13.05,,
T,52.30344,4.93294,-3,328.6,114.925,10.44,,
T,52.30372,4.93265,-3,327.7,114.962,36.91,,
T,52.30379,4.93259,-3,332.3,114.97,8.8,,
T,52.30385,4.93257,-3,348.5,114.977,6.81,,
T,52.3039,4.93255,-3,346.3,114.983,5.73,,
T,52.30398,4.93246,-3,325.5,114.994,10.81,,
T,52.30589,4.93047,-3.1,327.5,115.246,252.18,,
T,52.306,4.93037,-3.2,330.9,115.26,14.01,,
T,52.3064,4.92995,-3,327.3,115.313,52.93,,
T,52.30645,4.92989,-3.1,323.7,115.32,6.91,,
T,52.30688,4.92945,-3,328,115.376,56.48,,
T,52.30721,4.92911,-3,327.8,115.42,43.43,,
T,52.30739,4.92892,-3.1,327.2,115.444,23.86,,
T,52.30784,4.92845,-3.4,327.4,115.503,59.46,,
T,52.30829,4.92799,-3.6,328,115.562,59.09,,
T,52.30834,4.92793,-3.5,323.7,115.569,6.91,,
T,52.30844,4.92783,-2.8,328.6,115.582,13.05,,
T,52.30849,4.92778,-3,328.6,115.589,6.53,,
T,52.30851,4.92776,-3,328.6,115.591,2.61,,
T,52.30879,4.92746,-3,326.8,115.629,37.27,,
T,52.30893,4.92731,-3,326.8,115.647,18.64,,
T,52.30913,4.9271,-3,327.3,115.674,26.47,,
T,52.30936,4.92686,-3,327.5,115.704,30.38,,
T,52.30961,4.9266,-3,327.5,115.737,32.99,,
T,52.30971,4.92649,-3,326.1,115.75,13.42,,
T,52.30989,4.92631,-3,328.6,115.774,23.49,,
T,52.30998,4.92622,-3,328.6,115.786,11.75,,
T,52.31007,4.92612,-3,325.8,115.798,12.12,,
T,52.31015,4.92603,-3,325.5,115.809,10.81,,
T,52.3102,4.92599,-3,333.9,115.815,6.2,,
T,52.3106,4.92556,-3,326.7,115.868,53.3,,
T,52.31114,4.925,-2.1,327.6,115.939,71.2,,
T,52.31176,4.92433,-2.2,326.5,116.022,82.75,,
T,52.31194,4.92413,-2,325.8,116.046,24.23,,
T,52.31244,4.92359,-1.9,326.6,116.113,66.72,,
T,52.31288,4.92311,-1.3,326.3,116.172,58.9,,
T,52.31297,4.92301,-1,325.8,116.184,12.12,,
T,52.31347,4.92247,-1,326.6,116.251,66.72,,
T,52.31376,4.92216,-1,326.8,116.289,38.58,,
T,52.31428,4.9216,-1,326.6,116.359,69.33,,
T,52.3144,4.92148,-1,328.6,116.374,15.66,,
T,52.3145,4.92138,-1,328.6,116.387,13.05,,
T,52.31459,4.92129,-1,328.6,116.399,11.75,,
T,52.31521,4.92064,-1.2,327.3,116.481,82,,
T,52.31586,4.91998,-1.1,328.2,116.566,85.19,,
T,52.31612,4.9197,-1,326.6,116.601,34.66,,
T,52.31691,4.91887,-1,327.3,116.705,104.55,,
T,52.31738,4.91837,-1.1,327,116.768,62.43,,
T,52.31801,4.91773,-1,328.2,116.85,82.58,,
T,52.31884,4.91689,-1,328.3,116.959,108.68,,
T,52.31901,4.91674,-1.1,331.7,116.981,21.5,,
T,52.31931,4.91649,-1.2,333,117.018,37.48,,
T,52.31968,4.91618,-1,332.9,117.064,46.28,,
T,52.31968,4.91618,-1,332.9,117.064,0,,
T,52.31977,4.91606,-1,320.8,117.077,12.93,,
T,52.3198,4.91602,-1,320.8,117.082,4.31,,
T,52.31989,4.91596,-1,337.8,117.093,10.82,,
T,52.31995,4.91591,-1,333,117.1,7.5,,
T,52.32006,4.91585,-1,341.6,117.113,12.91,,
T,52.32049,4.91558,-1,339,117.164,51.27,,
T,52.32059,4.9155,-1,333.9,117.177,12.39,,
T,52.32083,4.91535,-1,339.1,117.205,28.6,,
T,52.32098,4.91527,-1,341.9,117.223,17.56,,
T,52.3212,4.91515,-1,341.6,117.249,25.81,,
T,52.32155,4.91496,-1,341.6,117.29,41.04,,
T,52.32188,4.91481,-1,344.5,117.328,38.12,,
T,52.32204,4.91474,-1,345,117.346,18.43,,
T,52.32227,4.91465,-1,346.5,117.372,26.32,,
T,52.32297,4.91438,-1,346.7,117.452,80.04,,
T,52.32318,4.91432,-1,350.1,117.476,23.72,,
T,52.3233,4.91428,-1,348.5,117.49,13.63,,
T,52.32351,4.91422,-1,350.1,117.514,23.72,,
T,52.32362,4.91419,-1,350.5,117.526,12.41,,
T,52.32373,4.91416,-1,350.5,117.538,12.41,,
T,52.32383,4.91413,-1,349.6,117.55,11.31,,
T,52.32394,4.91411,-1,353.7,117.562,12.32,,
T,52.32405,4.91408,-1,350.5,117.574,12.41,,
T,52.32416,4.91406,-1,353.7,117.587,12.32,,
T,52.32426,4.91403,-1,349.6,117.598,11.31,,
T,52.32437,4.91401,-1,353.7,117.61,12.32,,
T,52.32448,4.91399,-1,353.7,117.623,12.32,,
T,52.32459,4.91397,-1,353.7,117.635,12.32,,
T,52.32469,4.91395,-1,353,117.646,11.21,,
T,52.32481,4.91393,-1,354.2,117.66,13.42,,
T,52.32491,4.91391,-1,353,117.671,11.21,,
T,52.32502,4.91389,-1,353.7,117.683,12.32,,
T,52.32513,4.91387,-1,353.7,117.695,12.32,,
T,52.32523,4.91386,-1,356.5,117.707,11.15,,
T,52.32534,4.91384,-1,353.7,117.719,12.32,,
T,52.32545,4.91383,-1,356.8,117.731,12.26,,
T,52.32554,4.91381,-1,352.3,117.741,10.11,,
T,52.32565,4.91379,-1,353.7,117.754,12.32,,
T,52.32576,4.91378,-1,356.8,117.766,12.26,,
T,52.32587,4.91377,-1,356.8,117.778,12.26,,
T,52.32651,4.91367,-1,354.5,117.85,71.54,,
T,52.32656,4.91366,-1,353,117.855,5.61,,
T,52.32674,4.91363,-1,354.2,117.875,20.13,,
T,52.32696,4.91359,-1,353.7,117.9,24.63,,
T,52.32718,4.91356,-1,355.2,117.925,24.57,,
T,52.32749,4.91351,-1,354.4,117.959,34.66,,
T,52.32776,4.91347,-1,354.8,117.989,30.17,,
T,52.32793,4.91344,-0.8,353.8,118.008,19.03,,
T,52.32812,4.91341,-0.5,354.5,118.03,21.24,,
T,52.33087,4.91298,-0.1,354.5,118.337,307.4,,
T,52.33104,4.91295,-0.5,353.8,118.356,19.03,,
T,52.33114,4.91294,-0.6,356.5,118.367,11.15,,
T,52.33136,4.9129,-0.4,353.7,118.392,24.63,,
T,52.3315,4.91288,-0.4,355,118.408,15.64,,
T,52.33176,4.91285,-0.3,356,118.437,29,,
T,52.33198,4.91281,-0.1,353.7,118.461,24.63,,
T,52.33248,4.91274,0,355.1,118.517,55.84,,
T,52.33302,4.91266,-0.5,354.8,118.577,60.33,,
T,52.33344,4.91259,-0.3,354.2,118.624,46.98,,
T,52.33394,4.91251,0,354.4,118.68,55.9,,
T,52.33446,4.91243,-1,354.6,118.738,58.12,,
T,52.33446,4.91243,-1,354.6,118.738,0,,
T,52.33471,4.91238,-0.6,353,118.766,28.03,,
T,52.33482,4.91236,-0.3,353.7,118.779,12.32,,
T,52.33514,4.91229,0,352.4,118.815,35.93,,
T,52.33528,4.91227,0,355,118.83,15.64,,
T,52.33541,4.91224,0.5,352,118.845,14.61,,
T,52.33556,4.9122,0.9,350.7,118.862,16.91,,
T,52.33569,4.91217,0.9,352,118.876,14.61,,
T,52.33573,4.91215,0.9,343,118.881,4.66,,
T,52.33575,4.91214,0.9,343,118.883,2.33,,
T,52.33584,4.91209,1,341.2,118.894,10.58,,
T,52.33587,4.91209,1,0,118.897,3.34,,
T,52.3359,4.91208,1,348.5,118.901,3.41,,
T,52.33594,4.91206,1,343,118.905,4.66,,
T,52.33598,4.91204,1,343,118.91,4.66,,
T,52.3361,4.91198,1,343,118.924,13.97,,
T,52.33611,4.91198,1,0,118.925,1.11,,
T,52.33624,4.91192,1.4,344.3,118.94,15.03,,
T,52.33654,4.91174,2,339.9,118.976,35.57,,
T,52.33657,4.91172,2,337.8,118.979,3.61,,
T,52.33668,4.91165,2,338.8,118.992,13.14,,
T,52.33674,4.91161,2.3,337.8,119,7.21,,
T,52.33693,4.91147,2.9,335.8,119.023,23.2,,
T,52.33698,4.91144,3.1,339.9,119.029,5.93,,
T,52.33704,4.91139,3.3,333,119.036,7.5,,
T,52.33717,4.91128,3.8,332.7,119.053,16.29,,
T,52.33725,4.91118,4.1,322.6,119.064,11.21,,
T,52.33739,4.91105,4.5,330.4,119.082,17.92,,
T,52.33761,4.9108,4.9,325.2,119.112,29.83,,
T,52.33772,4.91067,4.9,324.2,119.127,15.11,,
T,52.33814,4.9102,3.4,325.6,119.183,56.66,,
T,52.33825,4.91008,0.9,326.3,119.198,14.72,,
T,52.33835,4.90997,0,326.1,119.211,13.42,,
T,52.33863,4.90965,0,325.1,119.249,38.03,,
T,52.3387,4.90958,0,328.6,119.259,9.13,,
T,52.33872,4.90956,0,328.6,119.261,2.61,,
