type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),name,desc
T,52.18086,11.62611,53.5,3.4,8.316,10.83,,
T,52.18091,11.62603,52.9,-7.4,8.324,7.8,,
T,52.18098,11.62593,52.7,-2,8.334,10.37,,
T,52.18103,11.62584,53.2,5.9,8.343,8.3,,
T,52.18109,11.62574,53.3,0.6,8.352,9.56,,
T,52.18116,11.62562,53.2,-0.8,8.363,11.32,,
T,52.18119,11.62556,53.1,-1.4,8.369,5.29,,
T,52.18124,11.62547,52.9,-3.1,8.377,8.3,,
T,52.18153,11.62495,53,0.2,8.425,48.02,,
T,52.18169,11.62467,52.9,-0.3,8.451,26.15,,
T,52.18182,11.62445,52.4,-2.2,8.472,20.87,,
T,52.18201,11.62413,52.6,0.5,8.502,30.43,,
T,52.18209,11.62401,52.5,-0.4,8.515,12.11,,
T,52.18213,11.62394,52.8,3.2,8.521,6.54,,
T,52.18219,11.62384,53,2.1,8.531,9.56,,
T,52.18227,11.62373,52.5,-3.9,8.542,11.66,,
T,52.18269,11.62313,52.5,-0.1,8.605,62.2,,
T,52.18317,11.62245,52.6,0.2,8.675,70.82,,
T,52.18323,11.62236,52.9,2.9,8.684,9.08,,
T,52.18338,11.62215,54.3,6.6,8.706,22.02,,
T,52.18348,11.62201,54,-2.5,8.721,14.68,,
T,52.18349,11.62198,54.1,7.4,8.723,2.33,,
T,52.18383,11.6215,54.8,1.3,8.774,50.09,,
T,52.18387,11.62144,55.4,9.5,8.78,6.05,,
T,52.18394,11.62135,55.3,-0.3,8.79,9.93,,
T,52.18407,11.62116,56.2,4.6,8.809,19.45,,
T,52.18413,11.62108,57,9,8.818,8.63,,
T,52.18433,11.62079,57.9,2.8,8.847,29.81,,
T,52.18444,11.62063,58,0.6,8.864,16.42,,
T,52.18472,11.62023,59,2.4,8.905,41.46,,
T,52.18531,11.61939,59.5,0.6,8.993,87.24,,
T,52.18539,11.61927,59,-4.3,9.005,12.11,,
T,52.1854,11.61926,59,-2,9.006,1.31,,
T,52.18564,11.61892,58.8,-0.5,9.041,35.41,,
T,52.18608,11.61833,57.3,-2.4,9.105,63.45,,
