Gear No,Input Speed [rpm],Input Torque [Nm],Torque Loss [Nm]
11,2500,400,58
11,2500,600,66
11,2500,900,78
11,2500,1200,90
11,2500,1600,106
11,2500,2000,122
11,2500,2500,142
11,2500,3000,162
11,2500,3500,182
11,2500,4000,202
11,2500,4500,222
11,2500,5000,242
11,2500,5500,262
11,3000,-5500,268
11,3000,-5000,248
11,3000,-4500,208
11,3000,-4000,208
11,3000,-3500,188
11,3000,-3000,168
11,3000,-2500,148
11,3000,-2000,128
11,3000,-1600,112
11,3000,-1200,96
11,3000,-900,84
11,3000,-600,72
11,3000,-400,64
11,3000,-200,56
11,3000,0,56
11,3000,200,56
11,3000,400,64
11,3000,600,72
11,3000,900,84
11,3000,1200,96
11,3000,1600,112
11,3000,2000,128
11,3000,2500,148
11,3000,3000,168
11,3000,3500,188
11,3000,4000,208
11,3000,4500,228
11,3000,5000,248
11,3000,5500,268
12,0,-5500,74.2
12,0,-5000,69.2
12,0,-4500,59.2
12,0,-4000,59.2
12,0,-3500,54.2
12,0,-3000,49.2
12,0,-2500,44.2
12,0,-2000,39.2
12,0,-1600,35.2
12,0,-1200,31.2
12,0,-900,28.2
12,0,-600,25.2
12,0,-400,23.2
12,0,-200,21.2
12,0,0,21.2
12,0,200,21.2
12,0,400,23.2
12,0,600,25.2
12,0,900,28.2
12,0,1200,31.2
12,0,1600,35.2
12,0,2000,39.2
12,0,2500,44.2
12,0,3000,49.2
12,0,3500,54.2
12,0,4000,59.2
12,0,4500,64.2
12,0,5000,69.2
12,0,5500,74.2
12,600,-5500,74.2
12,600,-5000,69.2
12,600,-4500,59.2
12,600,-4000,59.2
12,600,-3500,54.2
12,600,-3000,49.2
12,600,-2500,44.2
12,600,-2000,39.2
12,600,-1600,35.2
12,600,-1200,31.2
12,600,-900,28.2
12,600,-600,25.2
12,600,-400,23.2
12,600,-200,21.2
12,600,0,21.2
12,600,200,21.2
12,600,400,23.2
12,600,600,25.2
12,600,900,28.2
12,600,1200,31.2
12,600,1600,35.2
12,600,2000,39.2
12,600,2500,44.2
12,600,3000,49.2
12,600,3500,54.2
12,600,4000,59.2
12,600,4500,64.2
12,600,5000,69.2
12,600,5500,74.2
12,900,-5500,77.8
12,900,-5000,72.8
12,900,-4500,62.8
12,900,-4000,62.8
12,900,-3500,57.8
12,900,-3000,52.8
12,900,-2500,47.8
12,900,-2000,42.8
12,900,-1600,38.8
12,900,-1200,34.8
12,900,-900,31.8
12,900,-600,28.8
12,900,-400,26.8
12,900,-200,24.8
12,900,0,24.8
12,900,200,24.8
12,900,400,26.8
12,900,600,28.8
12,900,900,31.8
12,900,1200,34.8
12,900,1600,38.8
12,900,2000,42.8
12,900,2500,47.8
12,900,3000,52.8
12,900,3500,57.8
12,900,4000,62.8
12,900,4500,67.8
12,900,5000,72.8
12,900,5500,77.8
12,1200,-5500,81.4
12,1200,-5000,76.4
12,1200,-4500,66.4
12,1200,-4000,66.4
12,1200,-3500,61.4
12,1200,-3000,56.4
12,1200,-2500,51.4
12,1200,-2000,46.4
12,1200,-1600,42.4
12,1200,-1200,38.4
12,1200,-900,35.4
12,1200,-600,32.4
12,1200,-400,30.4
12,1200,-200,28.4
12,1200,0,28.4
12,1200,200,28.4
12,1200,400,30.4
12,1200,600,32.4
12,1200,900,35.4
12,1200,1200,38.4
12,1200,1600,42.4
12,1200,2000,46.4
12,1200,2500,51.4
12,1200,3000,56.4
12,1200,3500,61.4
12,1200,4000,66.4
12,1200,4500,71.4
12,1200,5000,76.4
12,1200,5500,81.4
12,1600,-5500,86.2
12,1600,-5000,81.2
12,1600,-4500,71.2
12,1600,-4000,71.2
12,1600,-3500,66.2
12,1600,-3000,61.2
12,1600,-2500,56.2
12,1600,-2000,51.2
12,1600,-1600,47.2
12,1600,-1200,43.2
12,1600,-900,40.2
12,1600,-600,37.2
12,1600,-400,35.2
12,1600,-200,33.2
12,1600,0,33.2
12,1600,200,33.2
12,1600,400,35.2
12,1600,600,37.2
12,1600,900,40.2
12,1600,1200,43.2
12,1600,1600,47.2
12,1600,2000,51.2
12,1600,2500,56.2
12,1600,3000,61.2
12,1600,3500,66.2
12,1600,4000,71.2
12,1600,4500,76.2
12,1600,5000,81.2
12,1600,5500,86.2
12,2000,-5500,91
12,2000,-5000,86
12,2000,-4500,76
12,2000,-4000,76
12,2000,-3500,71
12,2000,-3000,66
12,2000,-2500,61
12,2000,-2000,56
12,2000,-1600,52
12,2000,-1200,48
12,2000,-900,45
12,2000,-600,42
12,2000,-400,40
12,2000,-200,38
12,2000,0,38
12,2000,200,38
12,2000,400,40
12,2000,600,42
12,2000,900,45
12,2000,1200,48
12,2000,1600,52
12,2000,2000,56
12,2000,2500,61
12,2000,3000,66
12,2000,3500,71
12,2000,4000,76
12,2000,4500,81
12,2000,5000,86
12,2000,5500,91
12,2500,-5500,97
12,2500,-5000,92
12,2500,-4500,82
12,2500,-4000,82
12,2500,-3500,77
12,2500,-3000,72
12,2500,-2500,67
12,2500,-2000,62
12,2500,-1600,58
12,2500,-1200,54
12,2500,-900,51
12,2500,-600,48
12,2500,-400,46
12,2500,-200,44
12,2500,0,44
12,2500,200,44
12,2500,400,46
12,2500,600,48
12,2500,900,51
12,2500,1200,54
12,2500,1600,58
12,2500,2000,62
12,2500,2500,67
12,2500,3000,72
12,2500,3500,77
12,2500,4000,82
12,2500,4500,87
12,2500,5000,92
12,2500,5500,97
12,3000,-5500,103
12,3000,-5000,98
12,3000,-4500,88
12,3000,-4000,88
12,3000,-3500,83
12,3000,-3000,78
12,3000,-2500,73
12,3000,-2000,68
12,3000,-1600,64
12,3000,-1200,60
12,3000,-900,57
12,3000,-600,54
12,3000,-400,52
12,3000,-200,50
12,3000,0,50
12,3000,200,50
12,3000,400,52
12,3000,600,54
12,3000,900,57
12,3000,1200,60
12,3000,1600,64
12,3000,2000,68
12,3000,2500,73
12,3000,3000,78
12,3000,3500,83
12,3000,4000,88
12,3000,4500,93
12,3000,5000,98
12,3000,5500,103
